Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
Faisal Fahad,5,قهوة اليوم عندهم شيء مو طبيعي خصوصًا اليمنية و غواتيمالا,2022-01-14 00:01:43.557000+00:00,Positive
Muhammad Sheeha,5,جرب القهوة الغواتيمالية,2022-01-13 22:06:46.559000+00:00,Positive
بسمه الفضل,5,"من الذ الكوفيهات اللي موجودة بالرياض
القهوة المستخدمة ولا غلطة لذيذة وعطرة واللي يحضرونها فنانين
طبعا دايم اقول الكوفي المضبوط على اللي يحضرة وليس على جودة القهوه
تعامل الموظفين راقي جدا
سعيدة اني جيرانهم🥰🥰",2022-01-13 13:49:09.875000+00:00,Positive
Mohra M,3,سعر مبالغ فيه. لا يوجد شيء مميز.,2022-01-11 10:37:35.597000+00:00,Neutral
اثير عبد العزيز,5,"الفلات وايت من أفضل ما تذوقت بمقاهي الرياض، موزون ورايق والارت لذيذ ماشاء الله.
والـ v60 كانت حمضيتها خفيفة ولذيذة.
الكوكيز ملغم شوكليت لذيذ جدًا ودسم.
صراحة لولا انه مشوار من محل سكني كان جيتهم بالأسبوع أكثر من مره 👍🏾🤍.
وتعامل الموظفين لبق جدًا وحريصين على رضا العميل والتأكد من رضاه عن طلبه 🤝.",2022-01-11 00:07:27.345000+00:00,Positive
Hind A,5,ستجد أفضل أكياس القهوة المطحونة، والأشخاص هناك ودودون للغاية وسخيون. جربت الشوكولاتة وكانت جيدة جدًا أيضًا.,2022-01-10 08:28:17.276000+00:00,Positive
khalid Abohind,5,"محمصة مميزة
قهوتهم ممتازه جربت الهوت شوكلت وكان لذيذ
يستخدمون شوكلاته بلجيكية دارك على ماعتقد
اخذت من الشوكلاته حبه كانت لذيذه
الخدمة مميزه والموظف كان غايه في الذوق
المره الجايه بجرب بن القهوه باين انها مميزه
يستحق الزيارة",2022-01-10 02:30:30.396000+00:00,Positive
Heem _Aziz,5,شكراً ابو عابد على الذ ايس كركديه 😋💛,2022-01-09 19:47:23.193000+00:00,Positive
Anas AlSubhi,5,"نوعية جيدة من القهوة والمنتجات المثالية من المحمصة

لقد جربت الشوكولاتة الساخنة وكانت لذيذة وتستحق التجربة في فصل الشتاء ^.^",2022-01-08 14:23:24.846000+00:00,Positive
sadeem Faisl,5,👍🏻,2022-01-08 12:45:38.440000+00:00,Positive
سحابة صيف,5,رائععة جدا,2022-01-06 14:05:58.497000+00:00,Positive
Adel R,3,القهوة عادية محاصيلهم جميلة تعامل العاملين يرفع الضغط,2022-01-06 13:46:57.965000+00:00,Neutral
RANA,4,أول زيارة وحبيت التجربة وراح تكرر👍🏼،خدمتهم وتعاملهم حلو وحبيت تنوع قهوة اليوم  (جربت اليمنية وكانت ممتازة)أسعارهم مناسبة,2022-01-04 11:51:59.293000+00:00,Positive
Mohannad Albelaihi,5,من أفضل الخدمات، القهوة رائعة وتشكيلتهم رائعة,2022-01-03 14:23:05.407000+00:00,Positive
Ysra ja,1,قهوتهم عاديه  جداً استقبالهم جميل وحلو ماعندهم شي مختلف الله يوفقهم,2022-01-02 16:01:26.586000+00:00,Negative
د.حافظ محمود جاموس,5,طعم رائع وخدمة العملاء ممتازة,2022-01-01 06:47:40.486000+00:00,Positive
حمد عبدالله سليمان,5,"الصراحه كلمه حق السبانيش لاتيه ولا غلطه 👌🏻👌🏻
خاصه من يد معلم الباريستا عبيده 👌🏻 تسلم يمينه",2021-12-29 17:28:23.007000+00:00,Positive
Ghada,5,"عجبتني طريقتهم إنهم حاطين ستاند تقدر تذوق القهوة قبل ما تشتري البن👍🏻  أخذت منهم كولومبيا ممتازة ودرجة الحموضة فيها مناسبة..
الفلات وايت❤️ كوكيز وماجيك بار 👍🏻
تستحق التجربة موفقين،،",2021-12-29 03:28:57.206000+00:00,Positive
raghad tarish,5,تجربة رائعه وتعامل راقي,2021-12-27 18:25:04.395000+00:00,Positive
aljouhara Alabdulwahab,5,يقدمون أروع قهوة  وتشوكليت بالرياض وطاقم خدوم بشكل رهيب وأخص بالشكر الأخ عبدالوهاب محترم وذوق وخدمته خياليه ارجع له مليون مره بسبب التعامل الراقي وكيفية خدمة العميل 👍,2021-12-27 16:30:14.847000+00:00,Positive
Abdulwahab mn,5,تعامل رآقي جداً وكوب فاخر لذائقتك 😋♥️,2021-12-26 19:27:03.249000+00:00,Positive
ALAA ABDULLAH,1,الهوت شوكلت كان جدااااا سيء بتجربة ٤ اشخاص .. لا انصح فيه أبدا,2021-12-26 18:48:26.769000+00:00,Negative
عبدالعزيز بن محمد,5,"افضل انواع القهوه تجدها لديهم
شكرا لكل القائمين على المحمصة",2021-12-26 05:32:58.196000+00:00,Positive
Omar AlSHathri,5,محمصة وكوفي ممتاز جداً مبدعين ما شاء الله . عندهم محاصيل بن متنوعة وبعض أدوات القهوة . أعجبني الفلات وايت جداً وجربت قهوة مقطرة بن جواتيمالي 🇬🇹 . الترتيب داخل الكوفي رائع والباريستا متعاونين ومتجاوبين بشكل ممتاز .,2021-12-25 14:46:38.775000+00:00,Positive
Shaden,4,القهوة لذيذة وطعم السبانش لاتيه البارد واضحه القهوة فيه 👍🏼,2021-12-25 06:22:08.169000+00:00,Positive
Shahad Abdulaziz,4,الموظف عبيدة خلوق جداً اول زيارة طلبت مويه و كان فيه مشكلة ب جهاز الدفع ، و رفض ياخذ مني لما رجعت مرة ثانية ادفع + الزيارة الثانية والثالثة اخذت قهوة باردة المكان جممميل جداً و التعامل لطيف لكن القهوة بكل المرتين الاخيرة كلها حليب💔,2021-12-23 08:41:28.124000+00:00,Positive
أبو أسامة,3,"جلسة رايقة وبسيطة، وشباب رائعين وخدومين..
القهوة ما عجبتني مرة،. والكاكاو ( الشوكولاته) المصنوعة عندهم فيها حموضة شوي...",2021-12-20 07:19:51.970000+00:00,Neutral
Abdalmohsen Alenzi,5,المشروب اللي خلاني اجيه من الخبر والسر عند ابوعابد 😂🖤,2021-12-19 18:56:27.599000+00:00,Positive
Abdulaziz Da,5,"تجربة جملية جدًا جدًا

تدخل و يستقبلونك الشباب بروح جميلة و يعرفونك بالمكان و انواع القهوة و يساعدونك بالاختيار يقدمون لك تجربة عميل مميزة

الاسعار اقل من المنافسين بفرق كبير

الجلسات محدودة و موفرين جلسات خارجية

جربت v60 الفاخر كان غواتيمالا 🇬🇹 جيشا قوام عالي و طعم واضح اقرب للمرارة

لي رجعه مره و ثانية و ثالثة يعتمد من ضمن الاماكن المفضلة 👌🏻",2021-12-19 17:40:37.352000+00:00,Positive
Modhi M,5,"القهوة لذيذة، المكان هادىء، وبعيد عن الصخب، له إطلالة شايفتها لطيفة، وتقدر تذوق من قهوة اليوم بأنواع متعددة من البن، ويسوون شوكولاتة ساخنة "" مختصة "" تجربة حلوة، ونشكر عبيدة اللي عرّفنا أكثر على "" شفل "" .",2021-12-19 11:24:38.492000+00:00,Positive
Maha M,5,"رائحة القهوة عابقة بالمكان والفلات وايت رائع والشوكولاتة جدًا جدًا ممتازة ولذيذة والتجربة ككل متكاملة واثراها الصديق "" عبيدة "" بـ رحابة صدره وشرحه لأنواع البن المستخدم لديهم، شكرًا من القلب ..",2021-12-19 11:10:48.962000+00:00,Positive
MISHARI ALTHOBITI,5,"محمصة اتعامل معها من اكثر من سنة اجرب غيرهم و ارجع لهم كوالتي كنترول مو طبيعي ماشاء الله تبارك الله

و اليوم ضيفوني اسبريسو من يد ابو عابد باسم الله ماشاء الله كان خووورافي مع انه انا و الاسبريسو ماحنا اصحاب كثير شكرا ابو عابد",2021-12-18 11:13:03.998000+00:00,Positive
jeje,5,سرعة في التوصيل والقهوه تجننن,2021-12-17 17:43:55.500000+00:00,Positive
dalia almogham,5,مقهى ومحمصه تجلس داخل المحمصه بس الديكورات جميله اعجبني التداخل بين الجلسات والمحمصه جربت عندهم سبانش بارد كان لذيذذ وفلات وايت 👍🏻 وجربت شوكلاته دارك من صنع المقهى لذيذه مع القهوه,2021-12-16 21:57:34.529000+00:00,Positive
Badriah A,5,"أفضل مكان لتذوق الهوتشوكوليت بالبرياض، شوكولات خام و عندهم مصنع مختص بالشوكولاته المختصة.. جربت كثير و هو الوميد اللي اعجبني و سكره و خلاه موزون👌🏻
و حبيت انواع القهوة اللي عندهم و فيه تقدر تذوق القهوة قبل تطلب شيء جميل صراحة 👌🏻 و شكرا اخ عبيدة على الاهتمام و الشرح الوافي لانواع القهوة و كذلك للتشوكليت 👍🏻

It’s a must visit where you can taste the best hot chocolate in Riyadh 👌🏻 Besides, different kinds of coffee and you can taste before purchase which is a good idea👍🏻",2021-12-16 09:53:33.148000+00:00,Positive
SaAda alqahtani,5,متميزي بالشكولت المختص انصح به,2021-12-15 16:51:27.107000+00:00,Positive
العاجري ال,5,يستحق التجربة جدا,2021-12-14 18:59:11.501000+00:00,Positive
محمد المطيري,5,💛💛,2021-12-12 18:37:23.894000+00:00,Positive
3z Mutairi,5,كوفي جميل وهادئ💛,2021-12-12 18:36:17.062000+00:00,Positive
Salh M,5,اشكركم افضل محمصه عرفتها وتعاملت معها تقيمي ١٠/١٠ وبالذات خدمات الاستاذ بدر بمبيعات الجمله سرعة التوصيل والاهتمام في اصحاب الكفيهات والمشاريع تقبل مروري ابوناصر واشكرك كثير الشكر ولكل العاملين,2021-12-12 02:24:31.420000+00:00,Positive
محمد المنيف,5,من المقاهي القليلة الي تعجبني واحرص عليها مع محمصة خطوة جمل وسلالات القهوة واكسير البن لان يهمني طعم القهوة أكثر من الديكور مشكورين 🌺 وشكراً لابو رعد عرفنا عليكم.,2021-12-11 15:29:33.252000+00:00,Positive
AbdulRahman .A,3,مقهى مع منطقة جلوس صغيرة، قهوة 👌,2021-12-10 10:12:00.008000+00:00,Neutral
Ibrahim Alnofal,5,"الخدمه اكثر من رائعه
الباريستا قمه في الاخلاق والتعامل
القهوة طلبنا كورتادو وقهوة اليوم من جواتيمالا الكوبين كانوا مميزات",2021-12-07 18:30:00.290000+00:00,Positive
mohammad alznidy,5,الخدمة المكان والطعم كان جميل لازم ارجع له اكثر من مرة,2021-12-04 15:38:36.204000+00:00,Positive
Munira,4,لاتيه التمر لذيذ مرره,2021-12-02 21:07:42.281000+00:00,Positive
ابو ابراهيم,5,محمصة جميلة ،  ومحاصيل مميزة,2021-12-01 22:18:43.392000+00:00,Positive
SL,5,جربت التوليما (قهوة اليوم) وكانت لذيذة جداً جداً وأنصح بها، وجربت فلات وايت سوّاه لي الباريستا (عُبيدة) ولذيذ ما شاء الله ما فيه طعم مرارة أعجبوني وأخذت منهم للبيت (بُن) كيلوين ♥️ شكرا شڤل سأكرر الزيارة مراراً وتكراراً,2021-11-30 18:37:53.895000+00:00,Positive
عبدالله.,5,القهوة لا يُعلى عليها والمكان موقعه متميز والديكور حلو وفيه شيء اعجبني وهو تذوق انواع محدودة من القهوة كوب صغير.,2021-11-30 17:06:07.811000+00:00,Positive
صالح العثمان,5,"عنده اكثر من نوع قهوة سوداء أعجبني منها توليما .
شريت كذلك فلات وايت من صنع الباريستا عبيدة الحقيقة كوب فاخر جدا .
السلبيات أن الجلسات قليلة نوعا ما ويمكن تفادي ذلك بزيادة الجلسات الخارجية.
شكرا لكم.",2021-11-30 15:21:52.947000+00:00,Positive
Areej Alotaibi,5,المحمصة قريبة من بيتي متى ما طفشت رحت لهم مره حلو واشتريت من عندهم بُن وجاري التجربة🤏🏻,2021-11-30 04:42:40.608000+00:00,Positive
Abdulaziz Altamimi,5,"اشكر الباريستا عبدالرحمن على حسن الاستقبال والحفاوة والترحيب
واشكره على كوب فلات وايت جميل ❤️❤️❤️
محصول هامبيلا جميلً جدا

شكرا شفل ❤️",2021-11-29 09:44:33.775000+00:00,Positive
Naif Abdulaziz,5,يستاهل التجربه,2021-11-28 17:59:11.578000+00:00,Positive
Omar Aziz,4,محمصة جميلة والموظفين لطيفين 💛 ما عندهم طاولات كثيرة,2021-11-28 04:58:27.260000+00:00,Positive
Abdulmaleak,5,القهوة رائعة ستاف محترم مكان هادئ ولطيف,2021-11-25 19:59:07.031000+00:00,Positive
أبو فهد,5,"لاتيه بمعايير المحترفين بدون أدنى مبالغة👌🏻😍

اسأل عن البارستا أبو عابد والباقي عليه ☕️

بتشرب كوب محترم 🌷",2021-11-25 19:16:36.491000+00:00,Positive
Ibrahim,5,أحب V60 الخاص وشريط السحر 👌,2021-11-25 09:52:32.885000+00:00,Positive
Krom 506,5,جميل جداً ويستاهل التجربه,2021-11-24 12:37:45.713000+00:00,Positive
Hattan,4,"محمصة مميزة بانتقاء المحاصيل بقيادة الجبرين

و تعاملهم رائع
حصل اشكالية باحد طلبات البن و مباشرة تم التعامل و الاحترافية بالموضوع

ومن زيارتي لهم استقبالهم و تعاملهم ممتاز
المكان صغير نوعا ما",2021-11-24 08:40:45.140000+00:00,Positive
nawaf,4,"مكان جميل
قهوه متميزه جداً 😍
حلا غيررررر الكوكيز يحتاج زيارة مره ثانيه",2021-11-24 05:17:01.949000+00:00,Positive
Eng.Hana Al_Hudaithi,5,رهيبه . القريب يجربها,2021-11-22 19:45:01.187000+00:00,Positive
بندر نواف,5,افضل قهوة في الرياض,2021-11-22 17:57:20.903000+00:00,Positive
Oops ALSHAMARI,5,فوق التعليق 😍😍,2021-11-19 16:23:05.811000+00:00,Positive
Sultan Alfuhed,5,"مميز جداً
الإهتمام بالتفاصيل رائع
وكذلك احترام العميل
يستحق التجربة",2021-11-18 00:01:52.689000+00:00,Positive
Amal,5,"جربت ال v60 جباره + كوكيز الزعتر فرش و لذيذ .
المحمصه عندهم جلسات صغيره للمرور السريع .",2021-11-17 05:16:54.631000+00:00,Positive
Ahmad Fathy,5,اشكر الباريستا على الكوب الثابت اللي يقدمه لي كل صباح ويسعد يومي، و اشكر القائمين على اختيار المحاصيل الفاخره,2021-11-15 22:53:23.007000+00:00,Positive
Mohamme Rashd,5,قهوة رائعة، استمروا,2021-11-14 18:42:37.516000+00:00,Positive
WALEED MO,5,الفلات وايت موزون ولذيذ جداً😋,2021-11-14 16:40:33.164000+00:00,Positive
Abdullah -,5,"المكان صغير والجلسات قليلة بما انها محمصة ولكن المكان بشكل عام شرح ووسيع والأجواء رايقة
* فيه ثلاث جلسات خارجية و كم جلسة داخل
* فيه طاولة فيها محاصيلهم محضرة بطريقة قهوة اليوم (قهوة سوداء) تقدر تجرب فيها المحاصيل.

جربت:
-الفلات وايت ١٠/١٠
وكان نوع القهوة لذيذ جدا من أفضل الفلات الي جربتها

- قطعة شوكلاتة مختصة 70% تشوكليت (دارك) ١٠/٦
عادية مع اني من محبين الدارك تشوكلت لكن ماحبيتها

* بشكل عام أعجبتني فكرة تجربة المحاصيل بحيث ما أحتار في الإختيار وأعجبني جدا الفلات وايت
* يستاهل العنوة  ويستاهل تكرار الزيارة 🌟❤",2021-11-14 04:35:19.906000+00:00,Positive
معتز الدوسري,5,القائمين شباب سعوديين الله يوفقهم والقهوة عندهم جدا طيبة,2021-11-13 21:03:00.187000+00:00,Positive
Abdulaziz Abdullah,4,للأسف ثاني مرة اجي ومايكون فيه شوكلاته ساخنة او كركديه وغير كذا في شح بالمححاصيل غريب مهو متوقع من شفل.. بس للأمانة محمصة مالها حل ومحاصيلهم مميزة.. وأرجو الاعتناء بالمحاصيل بحيث تغيير مكانها او ستر ضوء الشمس المباشر عليها,2021-11-13 10:25:38.838000+00:00,Positive
i Meshal,5,"طعم القهوة لذيذ 👌🏽..
الفلات وايت بمحصول الهامبيلا
واللاتيه بمحصول توليما
أوصي بهما وبشدة

يوفرون محاصيلهم الخاصة وأظرف القهوة السوداء ..

المكان بدون موسيقى 👍🏽..
الأسعار مناسبة ..

رائحة القهوة ستسقبلك استقبال يليق بك عند دخولك",2021-11-12 17:36:13.766000+00:00,Positive
Afnan Abdulaziz,5,القهوه مضبوووطه👌🏽 موقع المكان هادئ ورايق، الموظفين راقين ولطيفين,2021-11-11 18:40:33.505000+00:00,Positive
Erik S,4,قهوة جيدة,2021-11-11 06:52:09.005000+00:00,Positive
Maryam AL-Salman,5,المكان جميل وهادئ بدون موسيقى .. وتجربه اللاتيه عندهم جدًا مميزة ومضبوطه .. طعم قهوة واضح بقوام حليب ممتاز .. والموظف المسؤول يسألك عن درجة حرارة الحليب اذا حارة او  وسط .. يوفرون حليب جوز الهند كخيار للحليب النباتي..,2021-11-11 03:50:28.739000+00:00,Positive
saud alsuliman,4,المكان رايق والقهوة لذيذة انصح فيه 👍🏽,2021-11-09 20:01:34.344000+00:00,Positive
Abdullah Alhusein,5,👍,2021-11-08 18:59:13.661000+00:00,Positive
Jojo Shi,5,تجربتي مع الكوفي ممتازة، بدأ من تصميم المحل وتعامل الموظفين وأوقات العمل (من المحامص القليلة اللي تفتح صباحات الويكند) ووصولًا للأهم طعم القهوة المضبوط - جربت الفلات وايت وكان ممتاز وأكيد بأرجع أكرر التجربة كثير - شكرًا لكم شفل 👍🏻,2021-11-06 18:03:43.566000+00:00,Positive
Mohanad Aziz.m,5,كوفي جميل بصراحة وطعم القهوة مره مره جامدد والجلسات بصراحة حلوه ورايقهه❤️❤️,2021-11-05 21:36:07.220000+00:00,Positive
متعب,5,خياراتهم منوعه وعندهم شوكلت مختص وقهوة يمنيه جميله الصراحة,2021-11-05 21:29:32.904000+00:00,Positive
Faisal Abdullah,5,الكوفي رايق والقهوة مره حلوه الله يوفقهم,2021-11-05 21:28:38.070000+00:00,Positive
Sultan Ibrahim,5,الصراحة جميل الكفي وجلساته حلوه ورايق الكفي 👍🏻,2021-11-05 21:28:32.561000+00:00,Positive
انس الخثران,5,للامانة كانت تجربة جداً جميلة المكان هادي ورايق والقهوة مرة جميلة❤️❤️,2021-11-05 21:28:32.068000+00:00,Positive
abdulmajeed alqahtani,5,القهوة اليمنية جميييييلة 👌♥️,2021-11-05 21:27:45.240000+00:00,Positive
نعمان الزبيدي,5,يعني,2021-11-05 05:24:09.864000+00:00,Positive
MED,5,"اعجبتني فكرة عرض القهوه للتجربه قبل شربها
يستحق بلا شك الزياره",2021-11-03 09:33:35.678000+00:00,Positive
فاهم,5,اشوف ميزة في هالمكان انه أشبه بالمزار السياحي ، تمر تجرب القهوة وتشوفهم وهم يحمصون ، وبرضو تتطلع على العينات ، زرتهم اكثر من مرة صراحة شغلهم بطل وخاصة في الفلات وايت ، وبرضو عندهم شاهي تلقيمة رهيب,2021-11-02 04:13:40.640000+00:00,Positive
سين,5,ممتازة!,2021-11-01 22:49:23.408000+00:00,Positive
SOOL SAM,5,المكان هادي والقهوه ممتازه والسعر مناسب,2021-11-01 10:05:24.321000+00:00,Positive
Vic Sa,5,صراحة V60 رهيبة جدا جدا 🤩😍,2021-10-30 20:12:33.587000+00:00,Positive
Najla AlRashed,3,جربت الايس سبانش وكان اقل من عادي، والايس لاتيه حليب💔,2021-10-30 12:38:50.629000+00:00,Neutral
Lamia Abdulaziz,5,"كانت تجربة جميلة للأمانة❤️❤️
مهتمين جداً بجودة القهوة👌🏼❤️❤️
وبالإضافة للموظفين تعاملهم راقي جداً شكراً لهم والله❤️
جربت الكورتادو ونوع القهوة كانت اثيوبية وأعجبتني كثيير .. وغير كذا عندهم فرصة لتجربة أنواع القهوة اللي يستخدمونها بقهوة اليوم قبل ما تطلبها، والهدف منها انك تطلب قهوتك وانت متأكد وتصير تعتمدها عندهم المرات الجاية👌🏼
كانت أول تجربة لي وما راح تكون آخر مرة بإذن الله❤️",2021-10-29 11:15:18.201000+00:00,Positive
Abdulmohsen Abdullah,5,واحد من أفضل المقاهي بالرياض إن لم يكن أفضلها قهوة بجودة عالية جدًا بسعر زهيد مقارنة بجودتها مع توفر ٥ أنواع لقهوة اليوم ما شاء الله,2021-10-27 11:40:53.107000+00:00,Positive
Adel Wadaani,5,قهوة ومحمصة جميلة ، وتعاملهم جميل جدا الله يوفقهم ❤️‍🩹..,2021-10-26 15:38:37.038000+00:00,Positive
Shoug Th,5,القهوه عندهم رهيبه وعندهم انواع وكلها مميزه موب نفس اي مكان مكرره لا، جوده القهوه عندهم مهتمين فيها واضح ويكفي ان المكان نفسه ريحته تفتح المخ 😶💗💗,2021-10-25 14:47:53.128000+00:00,Positive
معاذ سامي,5,ممتاز ولموظف السعودي الي بصباح اخلاق وقهوته زينه وتقدر تتذوق وتاخذ الي يعجبك 👍🏻,2021-10-24 07:15:58.404000+00:00,Positive
Yasser,4,مكان جيد لتقديم القهوة جربت الفلات وايت جيد جدا,2021-10-23 20:44:08.928000+00:00,Positive
لولو,5,من المحامص المشهورة ومن أفضل الأماكن الي تقدم قهوة بجودة عالية 👍🏻♥️,2021-10-23 19:43:56.718000+00:00,Positive
mik9009,5,"تجربة جدًا جميلة وممتعه أسعدنا والله الباريستا الكبير عبيدة ""أبو عابد""🤩🌷
مكان جميل جدًا وتعامل جميل وقهوة رائعة 😻👌🏻😘",2021-10-22 12:36:13.039000+00:00,Positive
rrhdo,2,اولا مكان الكوفي ممتاز جدا والاشخاص اللي يشتغلون فيه مميزين جدا والكوكيز عندهم ممتاز واشوفه افضل شي عندهم ،، جربت السبانش لاتيه  عندهم قبل اسبوع الله يكرم النعمه فيه فلسفه غير طبيعيه طعم تمر وندمت اني خذيته والاكواب جدا صغيره مقارنة بالسعر اتمنى من القائمين على الكوفي انهم يشربون الكوفي حقهم قبل مايعرضونه للناس واتمنى للجميع التوفيق,2021-10-22 12:03:27.519000+00:00,Negative
Mojahed Otayf,5,"في صباح الجمعة ما راح تشرب لاتيه أفضل من اللي يقدمه أبو عابد 😍 (كولومبية توليما)

جميع العاملين في المقهى قمة في الأخلاق والرقي
الله يوفقكم ويفتح عليكم 🌹",2021-10-22 08:22:17.764000+00:00,Positive
Muneera,2,"الكوكيز لذيذ مرره
اللاتيه عادي جدا
الهوتشوكلت ماعجبني ابدا
رأيي بأمانه",2021-10-21 18:27:56.588000+00:00,Negative
F A,5,ممتازة و فيها الاستاذ عمار شخص اخلاقه عالية 💚💚,2021-10-16 21:24:23.217000+00:00,Positive
Ghadeer Alzahrani,5,أفضل محمصة قهوة في السعودية,2021-10-16 12:38:46.175000+00:00,Positive
Turki S,5,"المعروف لا يعرف محمصة شفل 😻🤤
طلبي فلات وايت اتوقع كان سعره ١٦ مااذكر
لاكن رهييب فاااااخر 🔥🔥
يستاهل التجربه 👌🏻👌🏻",2021-10-16 00:57:03.740000+00:00,Positive
عبدالله العبيد,5,يستحق التجربه 😋👍,2021-10-15 10:42:34.197000+00:00,Positive
ziyad,5,"الصراحة يجبرونك على احترامهم وانك تكون زبون دائم، اولاً رضى الزبون وجعله يعيش تجربة تذوق مميزة والشي الثاني جودة القهوة عندهم اكثر من ممتازة.
الشكر ل أبو عابد على ضيافته وقهوته اللذيذة☕️",2021-10-15 10:38:44.603000+00:00,Positive
ghada,5,واحد من المقاهي المفضلة لدي 😋,2021-10-14 15:35:44.949000+00:00,Positive
R z,5,"من الاماكن المميز في حي الياسمين

‏المكان حلو ومع الشمس اجمل بكثير مكون من جلسات داخلية وخارجية

‏الفلات وايت وال ice v60
‏ يستاهلون 10/10",2021-10-10 23:48:03.352000+00:00,Positive
Khaled Essa,5,من افضل المحامص على مستوى المملكة .. مشاء الله لاقوة إلا بالله .. وللأمانة من افضل المقاهي بالرياض .. والباريستا كلهم قمة بالاحترام والرقي على رأسهم ابو عابد 🌹 وانا أصبحت احد اصدقاء شفل بإذن الله .. تحياتي وأشواقي ♥️,2021-10-10 14:05:33.233000+00:00,Positive
ابوبدر القريشي,3,الصراحة ماجربته بس تقيمي المبدي واذا جربت بعطيكم نتيجه وا١حه وكامله,2021-10-09 20:07:04.931000+00:00,Neutral
malmousa الموسى,3,لطيف - جيد,2021-10-09 17:28:28.084000+00:00,Neutral
ابو عزام,1,"جيتهم مرتين وكان رااائع جداً
جيتهم المرة الثالثة وطلبت ٤ طلبات
صلح لي كوبين والكوبين الثاني حط حليب وثلج وناقص شوت اسبرسو بس
ثم جت بنت وصلح لها قبلي!
وانا كنت طالب قبلها
ياخي مب معقولة انا جاي قبلهم لازم يحترمون الصف
ما بقى الا قهوة بس
تأخر علي كثير",2021-10-09 17:09:54.790000+00:00,Negative
فاهم,5,"محمصه أنيقة جداً ..
اصناف الحلويات لديهم قليله
الطاقم ودود جداً وجميل",2021-10-09 15:23:08.930000+00:00,Positive
Ice Ishaq,5,المكان الذي يجب أن تكون فيه.,2021-10-05 19:37:23.723000+00:00,Positive
reem,5,تجربة جميلة ، زرتهم اليوم الصباح واخذت منهم قهوة اليوم كولومبية 👍🏼,2021-10-05 05:21:31.344000+00:00,Positive
Mohammed AO,5,المكان رووعة ، جربت الكركديه وأنصح فيه 💯,2021-10-02 20:42:50.892000+00:00,Positive
Nawaf,3,"المكان صغير ورايق وجميل، عكس الموظفين. للأمانة اسلوبهم منفر جدًا وما عندهم مهارة الترحيب والتواصل الجيد… مو معقول تكون منفس في وجهي وتكلمني من طرف خشمك وانا سبقتك بالابتسامة.. شخصين وراء الكاشير جابو لي كئابه.. لا اسلوب ولا تعامل ولا حتى ابتسامة…

القهوة جدًا ممتازة.. جربت قهوة اليوم وكانت لذيذة

بالنسبة للبن، أسعارهم جدًا مرتفعة… خذيت ارخص نوع كان ب ٧٠ ريال لل ٢٥٠ قرام.. بعض المحاصيل يوصل سعرها ٩٠ ريال!

ممكن أجي مره ثانية، لكن لو تكررت نفسية الجماعة الي على الكاشير.. معصي اكرر الزيارة!",2021-10-02 13:57:34.132000+00:00,Neutral
عبدالله - Abdullah,5,"تجربة رائعة من جميع النواحي!
البُن ممتاز عندما جربته، المقهى متميز وفريق رائع 👍🏻.
يعطونك فرصة تجرب أنواع قهوة اليوم لتختار منها. الكوكيز جيدة إلى حد كبير، والجيلاتو جيد كذلك.
أعجبني الاسبريسو والكركديه، كلها لذيذة جداً.
لي رجعات كثيرة 👍🏻.",2021-10-02 13:49:49.351000+00:00,Positive
Basil Mohammed,5,"للأمانة أول مرة أزورهم وأتذوق من قهوتهم  ، الحقيقة ذقت عندهم مشروب سبانش لاتيه بارد
فعلاً إذا كان هنالك عنوان لقهوة الاسبانش لاتيه فهم عنوان له
من ألذ وأجود وأطعم قهوة سبانش لاتيه تذوقتها للأمانه من عرفت مشروب الاسبانش لاتيه في حياتي
والله والله والله لا أعرفهم من قبل ولا أدري عنهم مصادفةً أحد أصدقائي قال راح أذوقك قهوة جودتها عالية  ، لأنهم بالأساس محمصة فقط  ، وبعدين فتحوا قسم تقديم وبيع مشروبات وشغلهم ممتاز قلت أوك نجرب نشوف.
وللمتذوق وصاحب الذوق الرفيع راح يأيدني في قراري وتقييمي بعد مايتذوقها 👍
وأراهن على كلامي وأنا مسئوول عنه 👌😉",2021-10-02 13:28:28.994000+00:00,Positive
leen aloraij,1,ليه كاتبين يفتح الجمعة ٦ واجي والاقيه مسكر,2021-10-01 08:17:49.606000+00:00,Negative
Yasser Ghusn,5,لا تفوتكم الكينيا,2021-09-30 20:06:16.318000+00:00,Positive
Meshal Bandar,5,"Best ice drip in town
ابو عابد 👌🏻",2021-09-30 16:44:12.031000+00:00,Positive
Abdulrahman Yousef,5,قهوتهم لذيييذة، والكوكيز بعد حلو، اسعار البن غالية,2021-09-30 11:01:35.609000+00:00,Positive
Maha M,5,"الفلات وايت ولا غلطة
عندهم قهوة مختصة بس ما جربتها",2021-09-29 15:14:25.536000+00:00,Positive
Abdulaziz Alamoudi,2,القهوة جيدة لكن انتظرت اكثر من اللازم عشان طلبي يجهز والطلب كان مجرد فلات وايت .,2021-09-27 15:59:59.058000+00:00,Negative
Nourh *,5,"My favorite coffee ♥️♥️
الصراحه عندهم احلى قهوة بالرياض .. طعم الاسبريسو لذيذ .
بس يبيلهم يعيدون النظر في تصميم المكان بشكل اجمل عشان يجذب لهم زباين اكثر 💛",2021-09-27 06:42:34.450000+00:00,Positive
