Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based),is_duplicate_text,duplicate_same_author,Language,Review Text AR,Sentiment
12,1,القهوه حلوه للامانه لكن بعض التجارب تجبرك ان تعوف المكان .. طلبت قهوتي و جلست في مكان جنبه فيش .. جاء الموظف بسبب ان جنبنا بنات قال ممكن تقومون لان البنات يبون الفيش .. اذا مكانكم غير مستغل للمساحات وما وفرتوا مساحه ايش ذنب الزبون ..؟,2022-04-05 08:08:11.105000+00:00,Negative,False,False,ar,القهوه حلوه لامانه لكن بعض التجارب تجبرك ان تعوف المكان طلبت قهوتي و جلست في مكان جنبه فيش جاء الموظف بسب ان جنبنا بنات قال مكن تقومون لان البنات يبون الفيش اذا مكانكم غير مستغل لمساحات وما وفرتوا مساحه ايش ذنب الزبون ؟,negative
sasv tvv,5,طلبت قهوة بدون دسم واقترحوا علي سبانش لاتيه بحليب الشوفان .. بدون مبالغه احلى سبانش موزون ولذيذ ذقته الى الان  وخفيف جدا .. شكرا لكم ولإحسانكم في العمل 👍🏻👍🏻👍🏻,2022-04-04 21:45:40.102000+00:00,Positive,False,False,ar,طلبت قهوه بدون دسم واقترحوا علي سبانش لاتيه بحليب الشوفان بدون مبالغه احلي سبانش موزون ولذيذ ذقته الي الان وخفيف جدا شكرا لكم ولاحسانكم في العمل,positive
177,5,لطيفين مره .. قلت له ابي قهوه حلوه وقويه وفعلا عطاني قهوة بطلللللله  .. شكرا,2022-04-04 21:42:18.360000+00:00,Positive,False,False,ar,لطيفين مره قلت له ابي قهوه حلوه وقويه وفعلا عطاني قهوه بطله شكرا,positive
XTM,5,مكان رائع,2022-04-03 14:36:05.131000+00:00,Positive,False,False,ar,مكان رائع,positive
Abdullah,5,رايق مره,2022-04-01 13:26:25.874000+00:00,Positive,False,False,fa,رايق مره,positive
عمر الحربي,5,القهوة حلوة لكن السعر غالي جدا .. v60 ب ٣١ ريال ؟؟,2022-03-31 23:56:16.100000+00:00,Positive,False,False,ar,القهوه حلوه لكن السعر غالي جدا v60 ب ٣١ ريال ؟,positive
محمد بن عبدالرحمن,5,جميل جداً,2022-03-30 18:19:43.924000+00:00,Positive,True,False,ar,جميل جدا,positive
M A,5,المكان لمحبين القهوه 😻😻😻,2022-03-30 14:49:38.068000+00:00,Positive,False,False,ar,المكان لمحبين القهوه,positive
ABDULLAH ALSWAILEM,4,"V60 اثيوبيه
بس قل للبارستا يحط لك 16 قرام لا يحط لك 20 😥",2022-03-29 10:14:33.113000+00:00,Positive,False,False,ar,V60 اثيوبيه بس قل لبارستا يحط لك 16 قرام لا يحط لك 20,positive
Mohammed Khaled,5,"ريحة المكان قهوه فاخره .. جربت قهوة اليوم أثيوبية ،
برجع عشان آخذ البن 👍 .. الخدمة والمكان والاضاءة جميلة .. من الأماكن الي تصنع يومك فعلاً 👍",2022-03-28 18:15:35.891000+00:00,Positive,False,False,ar,ريحه المكان قهوه فاخره جربت قهوه اليوم اثيوبيه ، برجع عشان اخذ البن الخدمه والمكان والاضاءه جميله من الاماكن الي تصنع يومك فعلا,positive
Meshari,5,قهوة رائعة بأسعار معقولة! سأضيفها بالتأكيد إلى قائمة الأماكن المفضلة لديّ في الرياض لتناول القهوة.,2022-03-28 13:16:34.448000+00:00,Positive,False,False,ar,قهوه رائعه باسعار معقوله ساضيفها بالتاكيد الي قائمه الاماكن المفضله لدي في الرياض لتناول القهوه,positive
Abdulrahman Kadaf,5,موظفين يعاملونك بافضل تعامل و كوب قهوة نظييف و طعمه رهيب مكان يفتح النفس,2022-03-28 05:54:27.845000+00:00,Positive,False,False,ar,موظفين يعاملونك بافضل تعامل و كوب قهوه نظيف و طعمه رهيب مكان يفتح النفس,positive
omar awad,5,مبدعين، بشوشين وعندهم محاصيل مميزة، جربت الفلات وايت و الاسبريسو و ال v-60 تحضير ولا غلطة لكل المشروبات والكوكيز جيدة كمان,2022-03-27 18:23:14.963000+00:00,Positive,False,False,ar,مبدعين، بشوشين وعندهم محاصيل ميزه، جربت الفلات وايت و الاسبريسو و ال v 60 تحضير ولا غلطه لكل المشروبات والكوكيز جيده كمان,positive
Meaad Alhazmi,5,قهوتهم لذيذة و خدمتهم جدا ممتازة يستاهلون الخمس نجوم و لي رجعة لهم ان شاء الله,2022-03-27 08:24:02.273000+00:00,Positive,False,False,ar,قهوتهم لذيذه و خدمتهم جدا متازه يستاهلون الخمس نجوم و لي رجعه لهم ان شاء اله,positive
محمد العيسى,4,القهوة متميزة ومتنوعه وخيارات البن لديهم متنوعه أيضا ويتم حمس القهوة بداخل المعرض.,2022-03-26 08:22:31.235000+00:00,Positive,False,False,ar,القهوه متميزه ومتنوعه وخيارات البن لديهم متنوعه ايضا ويتم حمس القهوه بداخل المعرض,positive
تجارب عبييّد .,5,"محمصة شفل 🌕.
المكان صغير لكن يستحق الزيارهة
المحصمة محاصيلها جميله
عندهم بلندات لذيذة وغيرها
طلبت اسبريسو و كورتادو لذيذه كلها
عندهم مجموعه من الحلا الشوكولاته المختص
واكواب الاسبويسو الشوكولاته 😍
اتمنى لهم التوفيق ولي زيارة ثانيه 💛.",2022-03-25 22:05:59.423000+00:00,Positive,False,False,ar,محمصه شفل المكان صغير لكن يستحق الزياره المحصمه محاصيلها جميله عندهم بلندات لذيذه وغيرها طلبت اسبريسو و كورتادو لذيذه كلها عندهم مجموعه من الحلا الشوكولاته المختص واكواب الاسبويسو الشوكولاته اتمني لهم التوفيق ولي زياره ثانيه,positive
AHMAD,5,"الوصول الى المكان متعب جدا جدا جدا

لكن القهوة تستاهل خصوصا قهوة اليوم مالك اليمن 👍🏼👍🏼👍🏼",2022-03-25 19:52:49.998000+00:00,Positive,False,False,ar,الوصول الي المكان متعب جدا جدا جدا لكن القهوه تستاهل خصوصا قهوه اليوم مالك اليمن,positive
Ahmed Fares,4,"مكان مميز للقهوة والشيكولاته المختصه
اسعار جيدة",2022-03-25 12:32:09.349000+00:00,Positive,False,False,ar,مكان ميز لقهوه والشيكولاته المختصه اسعار جيده,positive
Adel Adel,5,قهوة مميزة وخيارات متعددة وتعامل أكثر من راقي من قبل الطاقم المبدع موقعها رائع بجوار ممشى شارع العليا يعني تتقهوى وتمارس رياضة المشي وشكر خاص للأخ عبدالوهاب على تعامله ورقيه واحترافيته اهني الكفي بتواجده,2022-03-25 08:37:53.069000+00:00,Positive,False,False,ar,قهوه ميزه وخيارات متعده وتعامل اكثر من راقي من قبل الطاقم المبدع موقعها رائع بجوار مشي شارع العليا يعني تقهوي وتمارس رياضه المشي وشكر خاص لاخ عبدالوهاب علي تعامله ورقيه واحترافيته اهني الكفي بتواجده,positive
faisal alahmary,5,الذ اسبريسو بالرياض واطيب تعامل,2022-03-24 20:49:50.096000+00:00,Positive,False,False,ar,الذ اسبريسو بالرياض واطيب تعامل,positive
FAWAZ Anzi,5,مكان مميز وانيق 💛,2022-03-24 16:56:24.470000+00:00,Positive,False,False,ar,مكان ميز وانيق,positive
rana bader,4,"المكان رائع
فعلا محمصه صوت التحميص والرائحه
طعم القهوه ممتاز جدا
يوجد برضو معمل تصنيع "" شوكلاطه ""

لكن المكان لا ينفع للجلوس لصوت التحميص العالي جدا "" فقط في الصباح "" و الجلسات ماتنفع للوقت الطويل",2022-03-24 07:04:48.442000+00:00,Positive,False,False,ar,المكان رائع فعلا محمصه صوت التحميص والرائحه طعم القهوه متاز جدا يوجد برضو معمل تصنيع شوكلاطه لكن المكان لا ينفع لجلوس لصوت التحميص العالي جدا فقط في الصباح و الجلسات ماتنفع لوقت الطويل,positive
Abdullah Alsulltan,5,فاصولياء جميلة 🙏🏻,2022-03-23 15:18:10.346000+00:00,Positive,False,False,ar,فاصولياء جميله,positive
عبدالعزيز احمد,5,"تعاملهم طيب وقهوة ولا اروع
وبالذات فلات وايت محصول سلفادور👍",2022-03-22 03:18:39.460000+00:00,Positive,False,False,ar,تعاملهم طيب وقهوه ولا اروع وبالذات فلات وايت محصول سلفادور,positive
Norah,5,كانت اول زيارة اليوم وبالتاكيد ليست الاخيرة ♥️ طلبي كان لاتيه والباريستا نصحني بمحصول البلند الخاص فيهم وكان جدا لذيذ ♥️♥️,2022-03-21 20:45:39.236000+00:00,Positive,False,False,ar,كانت اول زياره اليوم وبالتاكيد ليست الاخيره طلبي كان لاتيه والباريستا نصحني بمحصول البلند الخاص فيهم وكان جدا لذيذ,positive
نا صر,5,تم زيارة المحمصة هذا اليوم وتم استقبالي بباقة ورد وتم تجربة كوكيز وأيضاً فلات وايت ..المكان لوحدة يكفي تحس بهرمون سعادة,2022-03-20 17:29:58.310000+00:00,Positive,False,False,ar,تم زياره المحمصه هذا اليوم وتم استقبالي باقه ورد وتم تجربه كوكيز وايضا فلات وايت المكان لوحده يكفي تحس بهرمون سعاده,positive
ماجد الحميدان,5,"محمصة رائعة، جربت عندهم قهوة اليوم يوفرون لك خيارات متعددة ، جربت القهوة الاثيوبية (سيداما هايلي) جبارة 🤙🏻

الموظفين ودودين وخدومين ويخلونك تحب المكان اكثر خصوصاً الرائع/ عبدالعزيز ..🙏🏻

راح يكون احد اماكن قهوتي المعتمدة❤️",2022-03-19 12:46:00.721000+00:00,Positive,False,False,ar,محمصه رائعه، جربت عندهم قهوه اليوم يوفرون لك خيارات متعده ، جربت القهوه الاثيوبيه سيداما هايلي جباره الموظفين ودودين وخدومين ويخلونك تحب المكان اكثر خصوصا الرائع عبدالعزيز راح يكون احد اماكن قهوتي المعتمده,positive
M A,3,المكان جميل ، القهوة جيدة لكن اقل من مستوى محمصة,2022-03-18 19:17:31.043000+00:00,Neutral,False,False,ar,المكان جميل ، القهوه جيده لكن اقل من مستوي محمصه,neutral
Turki Alghrshi,5,قهوة اليوم من بنما 🇵🇦 قيشا ماما ميا شكراً للباريستا المبدع محمد عبدالله الشهري,2022-03-18 10:31:56.815000+00:00,Positive,False,False,ar,قهوه اليوم من بنما قيشا ماما ميا شكرا لباريستا المبدع محمد عبداله الشهري,positive
Badr Ahmed,3,"الطاولات بالحجز فخساره الزبون عندهم سهله
القهوه السودا ثقيلة b60 اتوقع اسمها",2022-03-14 20:17:04.951000+00:00,Neutral,False,False,ar,الطاولات بالحجز فخساره الزبون عندهم سهله القهوه السودا ثقيله b60 اتوقع اسمها,neutral
Fatmah Alqahtani,5,"جيت المحمصة ابحث عن نوع قهوة ولكن للأسف بلغوني انها انقطعت من فتره 💔 لكن ابو عابد (عُبيدة) ما قصر معي ابد و رشح لي بديل رائع ممتاز 👌🏻، والكوكيز كان طازج ولذيذ جداً.
شكراً لك ابو عابد وان شاء الله بتكون لي زيارات كثيرة أجرب انواع ثانية من القهوة.",2022-03-13 15:52:18.206000+00:00,Positive,False,False,ar,جيت المحمصه ابحث عن نوع قهوه ولكن لاسف بلغوني انها انقطعت من فتره لكن ابو عابد عبيده ما قصر معي ابد و رشح لي بديل رائع متاز ، والكوكيز كان طازج ولذيذ جدا شكرا لك ابو عابد وان شاء اله بتكون لي زيارات كثيره اجرب انواع ثانيه من القهوه,positive
Mubarak Sharaf,5,ماشاءالله محل جميل مره بالتوفيق ان شاءالله تعامل وأسلوب راقي شديد,2022-03-12 04:51:30.113000+00:00,Positive,False,False,ar,ماشاءاله محل جميل مره بالتوفيق ان شاءاله تعامل واسلوب راقي شديد,positive
arwa n,5,القهوة ممتازة والشوكلت لذيذ,2022-03-10 21:46:14.437000+00:00,Positive,False,False,ar,القهوه متازه والشوكلت لذيذ,positive
M. Haboudal,5,نحن لا نتذكر الأيام، بل نتذكر اللحظات. إعداد المجرفة والموظفين كانوا الأفضل 👌,2022-03-10 01:59:50.933000+00:00,Positive,False,False,ar,نحن لا نتذكر الايام، بل نتذكر الحظات اعداد المجرفه والموظفين كانوا الافضل,positive
Raghad رغد,5,"جربت فلات وايت، كان لذيذ!
جلسة جميلة، وطاقم عمل ودود 🤍",2022-03-09 20:28:59.871000+00:00,Positive,False,False,ar,جربت فلات وايت، كان لذيذ جلسه جميله، وطاقم عمل ودود,positive
A fully 10,5,كوفي هادئ ونظيف طلبت فلات وايت صراحة من الذ الفلات وايت اللي ذقتها لي زيارة ثانيه باذن الله,2022-03-09 08:46:49.744000+00:00,Positive,False,False,ar,كوفي هادئ ونظيف طلبت فلات وايت صراحه من الذ الفلات وايت الي ذقتها لي زياره ثانيه باذن اله,positive
afnan Almuhaideb,5,القهوه ممتازه وتعاملهم رائع الله يوفقهم,2022-03-08 15:49:00.573000+00:00,Positive,False,False,ar,القهوه متازه وتعاملهم رائع اله يوفقهم,positive
laila alt,5,رايق جداً المكان وقهوتهم لذيذه ولطيفين  👍🏻🤍,2022-03-08 15:47:07.690000+00:00,Positive,False,False,ar,رايق جدا المكان وقهوتهم لذيذه ولطيفين,positive
Abdullah Fahad,5,محمصه قهوة .. في تنوع بانواع المحاصيل .. يحترمون حقين البلاك كوفي وحاطين اكثر من نوع لقهوة اليوم .. عندهم معمل شوكلت داخل المحل وفي خيارات لشوكلت المختص على شكل بار .. المكان جداً رايق وفخم وجميل .. الموظفين كل واحد اللطف من الثاني من زود الحفاوة تحسه المكان مكانك .. في جلسات خارجية,2022-03-08 09:08:11.382000+00:00,Positive,False,False,ar,محمصه قهوه في تنوع بانواع المحاصيل يحترمون حقين البلاك كوفي وحاطين اكثر من نوع لقهوه اليوم عندهم معمل شوكلت داخل المحل وفي خيارات لشوكلت المختص علي شكل بار المكان جدا رايق وفخم وجميل الموظفين كل واحد الطف من الثاني من زود الحفاوه تحسه المكان مكانك في جلسات خارجيه,positive
Seraj Alzhrani,4,"قهوة مثالية وخدمة رائعة؟
أسعار مقبولة ☺️
مُستَحسَن!",2022-03-08 04:44:49.986000+00:00,Positive,False,False,ar,قهوه مثاليه وخدمه رائعه؟ اسعار مقبوله مستحسن,positive
mariam Khaled,5,شڤل يا شڤل ♥️♥️♥️♥️ من يوم فتح و هو قهوتي المفضلة ، مبدعييين كل قهوه جربتها ممتازه و تعاملهم راقي جدا و اسعارهم بالنسبة للجودة ممتازة ، الله يوفقهم يارب ♥️♥️,2022-03-07 15:57:15.230000+00:00,Positive,False,False,ar,شڤل يا شڤل من يوم فتح و هو قهوتي المفضله ، مبدعين كل قهوه جربتها متازه و تعاملهم راقي جدا و اسعارهم بالنسبه لجوده متازه ، اله يوفقهم يارب,positive
Ibrahim Alabdani,5,"محمصة شفل من المحامص والمقاهي الممتازة .
وعندهم شوكلاته مختصة ايضاً .

جربت من عندهم قهوة اليوم ممتازة وعندهم اكثر من محصول لقهوة اليوم وحاطينها على بار خارجي وانت تعبي لنفسك + تقدر تذوق القهوة قبل تطلبها وهذي خدمة يشكرون عليها جداً .

الشوكلاته المختصة جربت كل الأنواع اللي عند الكاشير .
لذيذة وافضل نوع اعجبني اللي بالصورة .
كلها ممتازة .. فيه وحده منهم باللافندر كانت عاديه .

يعيبه جلساته محدوده جداً جداً اتمنى يكثرون الجلسات بالمكان .. تقريباً المكان حق سفري وليس محلي .

يستحق التجربة والزيارة وراح اكرر الزياره له بإذن الله .",2022-03-05 13:01:32.681000+00:00,Positive,False,False,ar,محمصه شفل من المحامص والمقاهي المتازه وعندهم شوكلاته مختصه ايضا جربت من عندهم قهوه اليوم متازه وعندهم اكثر من محصول لقهوه اليوم وحاطينها علي بار خارجي وانت تعبي لنفسك تقدر تذوق القهوه قبل تطلبها وهذي خدمه يشكرون عليها جدا الشوكلاته المختصه جربت كل الانواع الي عند الكاشير لذيذه وافضل نوع اعجبني الي بالصوره كلها متازه فيه وحده منهم بالافندر كانت عاديه يعيبه جلساته محدوده جدا جدا اتمني يكثرون الجلسات بالمكان تقريبا المكان حق سفري وليس محلي يستحق التجربه والزياره وراح اكر الزياره له باذن اله,positive
عبد العزيز القحطاني,4,جميل ورايق بس تعليقي عليه غالي شوي بالنسبه لل v60,2022-03-04 19:21:44.779000+00:00,Positive,False,False,ar,جميل ورايق بس تعليقي عليه غالي شوي بالنسبه ل v60,positive
سعد آل سفران,5,تجربة جميلة جداً وكانوا العاملين في كامل الاحترام والتقدير والود وجربت الفلات وايت كان مره جميل وحلو وجربت شاي تنقيع وكان موزون وما المرارة التي تأتي في الشاي والخدمة المقدمة ممتازة وأيضاً يقدمون الشكولاتة المختصة لديهم ولن تكون الزيارة الأخيرة بإذن الله تعالى,2022-03-03 19:54:40.572000+00:00,Positive,False,False,ar,تجربه جميله جدا وكانوا العاملين في كامل الاحترام والتقدير والود وجربت الفلات وايت كان مره جميل وحلو وجربت شاي تنقيع وكان موزون وما المراره التي تاتي في الشاي والخدمه المقدمه متازه وايضا يقدمون الشكولاته المختصه لديهم ولن تكون الزياره الاخيره باذن اله تعالي,positive
Ahad Nasser.,5,"القهوة لذيذة بشكل♥️♥️♥️
يعطيهم ألف عافيه تعاملهم لطيف جداً
والمكان جميل بتوفيق يارب♥️.",2022-03-01 11:35:22.263000+00:00,Positive,False,False,ar,القهوه لذيذه بشكل يعطيهم الف عافيه تعاملهم لطيف جدا والمكان جميل بتوفيق يارب,positive
Muaath,5,مكان جميل ورايق والأهم من هذا قهوتهم جميلة ☕️,2022-03-01 05:50:46.195000+00:00,Positive,False,False,ar,مكان جميل ورايق والاهم من هذا قهوتهم جميله,positive
سلمى الدوسري,5,كانت تجربة جميلة وتعامل راقي 😍♥️,2022-02-27 20:09:20.277000+00:00,Positive,False,False,ar,كانت تجربه جميله وتعامل راقي,positive
‪Dr. NS (SNAP:N-RUH)‬‏,5,"تعامل أسلوب رقي ..
شكراً للطاقم كاملا",2022-02-26 19:06:56.549000+00:00,Positive,False,False,ar,تعامل اسلوب رقي شكرا لطاقم كاملا,positive
Hamad,5,المكان ولا غلطه ❤️ جربت سبانش لاتيه 10/10,2022-02-24 19:52:49.544000+00:00,Positive,False,False,ar,المكان ولا غلطه جربت سبانش لاتيه 10 10,positive
فيصل,3,ما يصلح للعوائل,2022-02-24 16:01:28.191000+00:00,Neutral,False,False,ar,ما يصلح لعوائل,neutral
خالد العتيبي,5,"مكان جميل
وقهوة رائعه
ساكرر الزياره 🤍",2022-02-22 22:42:37.259000+00:00,Positive,False,False,ar,مكان جميل وقهوه رائعه ساكر الزياره,positive
صقر الشمري,5,ماشالله تبارك محمصة جميلة مره,2022-02-22 13:48:25.319000+00:00,Positive,False,False,ar,ماشاله تبارك محمصه جميله مره,positive
‪SAMI SAFHI (Samiuvic)‬‏,5,قهوتهم ممتازة جداً واخلاقهم فوق,2022-02-22 01:54:22.458000+00:00,Positive,False,False,ar,قهوتهم متازه جدا واخلاقهم فوق,positive
Abdullah Fahad,5,القهوة لذيذة لديهم جداً- خصوصا الفلات وايت,2022-02-20 18:15:09.592000+00:00,Positive,False,False,ar,القهوه لذيذه لديهم جدا خصوصا الفلات وايت,positive
Anas Jobran,3,أمريكانو سيئة وباردة؟,2022-02-19 17:51:03.239000+00:00,Neutral,False,False,ar,امريكانو سيئه وبارده؟,neutral
Abdullah,5,لذيذ جدًا الفلات وايت 👌👌👌,2022-02-19 16:56:34.676000+00:00,Positive,False,False,ar,لذيذ جدا الفلات وايت,positive
FAYEZ ALFAYEZI,5,تجربه ممتازه من ناحية الجوده والخدمه اتمنى لهم التوفيق,2022-02-18 19:09:10.637000+00:00,Positive,False,False,ar,تجربه متازه من ناحيه الجوده والخدمه اتمني لهم التوفيق,positive
Hend Alrasheed,5,أفضل محمصة قهوة في الرياض ❤️,2022-02-18 16:08:55.617000+00:00,Positive,False,False,ar,افضل محمصه قهوه في الرياض,positive
Nwaf_4k nwaf,5,"المكان هادي ورايق هذا طبعا غير قهوتهم المختصة فعلا مختصة الفلات وايت وقهوة اليوم الي انت تختارها كانت فعلا قهوة ما تحصلها في مكان ثاني بهذي الجودة
جربت التراميسيو وكيكة العسل وكانت فرش وخفيفة وفالهم التوفيق والتقدم🙏🏻🤍",2022-02-17 23:44:24.994000+00:00,Positive,False,False,ar,المكان هادي ورايق هذا طبعا غير قهوتهم المختصه فعلا مختصه الفلات وايت وقهوه اليوم الي انت تختارها كانت فعلا قهوه ما تحصلها في مكان ثاني بهذي الجوده جربت التراميسيو وكيكه العسل وكانت فرش وخفيفه وفالهم التوفيق والتقدم,positive
Jawaher Al ghamdi,5,القهوه موزونه و بالراس 😍 والتراميسو لذذيذ جداً 👍🏼,2022-02-17 17:31:28.292000+00:00,Positive,False,False,ar,القهوه موزونه و بالراس والتراميسو لذيذ جدا,positive
Bader Mohammed,5,فوق الوصف ❤️,2022-02-16 13:42:10.181000+00:00,Positive,False,False,ar,فوق الوصف,positive
عقيل العقيل,5,المكان هادئ ، القهوة بشكل عام لذيذة وموزونة وعندهم تنوع بالمحاصيل ، الكوكيز لذيذ والتشوكلت الخاص فيهم يستحق التجربة,2022-02-15 06:26:13.821000+00:00,Positive,False,False,ar,المكان هادئ ، القهوه بشكل عام لذيذه وموزونه وعندهم تنوع بالمحاصيل ، الكوكيز لذيذ والتشوكلت الخاص فيهم يستحق التجربه,positive
ARROGATE,5,من اجمل القهاوي اللي تقدم كوب نظيف والاسعار جداً ممتازة على جودتهم,2022-02-14 04:10:30.600000+00:00,Positive,False,False,ar,من اجمل القهاوي الي تقدم كوب نظيف والاسعار جدا متازه علي جودتهم,positive
Yousif ahmed,4,خدمة جميلة,2022-02-13 15:54:02.481000+00:00,Positive,False,False,ar,خدمه جميله,positive
Omar Alkeaid,5,قهوة رائعة,2022-02-13 12:40:54.959000+00:00,Positive,False,False,ar,قهوه رائعه,positive
Arch Abdullah,5,مملكة الشوكولاتة 😍 + شوكولاتة ساخنة 👌,2022-02-12 19:56:34.365000+00:00,Positive,False,False,ar,ملكه الشوكولاته شوكولاته ساخنه,positive
Mohemmed Ali,5,شغل نضيف وممتاز ومرتب,2022-02-12 18:29:50.112000+00:00,Positive,False,False,ar,شغل نضيف ومتاز ومرتب,positive
محمد السبيعي,5,"حرفياً يرضي جميع الاذواق
قهوة اليوم عندهم 4 انواع مابين الكلاسيكي والحامض والفاكهيه 👍🏻👍🏻👍🏻👍🏻",2022-02-12 15:18:03.348000+00:00,Positive,False,False,ar,حرفيا يرضي جميع الاذواق قهوه اليوم عندهم 4 انواع مابين الكلاسيكي والحامض والفاكهيه,positive
M2.H,4,"تجربة اسبريسو جميلة
و فيه جلسات  و محمصة  خاصة
و عندهم  منتجات شوكولاته خاصة فيهم",2022-02-12 11:28:00.047000+00:00,Positive,False,False,ar,تجربه اسبريسو جميله و فيه جلسات و محمصه خاصه و عندهم منتجات شوكولاته خاصه فيهم,positive
Moied,5,المكان جميل ورايق .. طاقم العمل ودود وتعاملهم مع الاطفال راقي يستحق التجربة 👍🏼 أعجبني عندهم خصومات لأهل الحي فكرة جيدة وتسويق ذكي,2022-02-12 11:22:24.002000+00:00,Positive,False,False,ar,المكان جميل ورايق طاقم العمل ودود وتعاملهم مع الاطفال راقي يستحق التجربه اعجبني عندهم خصومات لاهل الحي فكره جيده وتسويق ذكي,positive
سلطان العواضي,5,ممتاز,2022-02-11 15:44:57.529000+00:00,Positive,True,False,ar,متاز,positive
Suliman Arrfedi,4,"يمدحون قهوتهم لكن التجربه كانت عادية
الطلب كان فلات وايت  ما كان مضبوط
اللي كان معي يمدح القهوة منهم الصباح خصوصا

زيارة ثانية ١١/٢/٢٠٢٢ :
سبانيش لاتيه ممتاز وموزون
تيراميسو كيك حلوه",2022-02-11 13:25:55.521000+00:00,Positive,False,False,ar,يمدحون قهوتهم لكن التجربه كانت عاديه الطلب كان فلات وايت ما كان مضبوط الي كان معي يمدح القهوه منهم الصباح خصوصا زياره ثانيه ١ ٢ ٢٠٢ سبانيش لاتيه متاز وموزون تيراميسو كيك حلوه,positive
FaisaL Albosaber,4,جيده ولكن السعر عالي جداً جداً مقارنة بالمحامص الأخرى !,2022-02-11 08:33:52.012000+00:00,Positive,False,False,ar,جيده ولكن السعر عالي جدا جدا مقارنه بالمحامص الاخري,positive
Ahmed Mutairi,5,"مكان جميل جدًا وقهوة ممتازة من القهاوي النادرة اللي تجمع المكان الحلو والطعم الحلو 🧡

والموظفين تعامل راقي جداً.",2022-02-10 22:48:34.282000+00:00,Positive,False,False,ar,مكان جميل جدا وقهوه متازه من القهاوي النادره الي تجمع المكان الحلو والطعم الحلو والموظفين تعامل راقي جدا,positive
Ahmed,5,"القهوة جدا جميلة والمكان رايق
بعد عدة زيارات طلبنا فيها فلات وايت وV60 عادي وفاخر
الفلات وايت 10/10
V60 العادي 10/10
V60 الفاخر 7/10 العادي ألذ بالنسبة لي",2022-02-09 13:13:41.321000+00:00,Positive,False,False,ar,القهوه جدا جميله والمكان رايق بعد عده زيارات طلبنا فيها فلات وايت وV60 عادي وفاخر الفلات وايت 10 10 V60 العادي 10 10 V60 الفاخر 7 10 العادي الذ بالنسبه لي,positive
Sadig almaswari,4,"المكان جيد قهوتهم عادية
اغطيها 5/10
الخدمة  جيدة جدا",2022-02-05 09:42:00.188000+00:00,Positive,False,False,ar,المكان جيد قهوتهم عاديه اغطيها 5 10 الخدمه جيده جدا,positive
رياض الشهري,5,التوليما ❤️,2022-02-04 10:08:00.549000+00:00,Positive,False,False,ar,التوليما,positive
Sam Alghamdi,5,اطلق من يسوي ويحمي قهوه ،، في المخ,2022-02-03 18:58:48.832000+00:00,Positive,False,False,ar,اطلق من يسوي ويحمي قهوه ، في المخ,positive
ALZA7F,5,"تم تجربة اسبريسو وتجربة السبانيش لاتيه
بالنسبة للأسبريسو الباريستا متعاون وشخص فاهم لأنه جرب الطعم ٣ مرات قبل لا يعطيني الاسبريسو وخلاني اجرب الفرق بين طعم الإستخلاص السيئ والممتاز واعطاني مياه غازيه علشان ينظف اللسان واستمتع بالقهوة وفعلاً عطاني كوب فاخر هذي التفاصيل ما تحصلها بأي مكان عن تجربه
السبانيش ممتاز ولذيذ يعطيكم العافيه",2022-02-03 14:55:32.880000+00:00,Positive,False,False,ar,تم تجربه اسبريسو وتجربه السبانيش لاتيه بالنسبه لاسبريسو الباريستا متعاون وشخص فاهم لانه جرب الطعم ٣ مرات قبل لا يعطيني الاسبريسو وخلاني اجرب الفرق بين طعم الاستخلاص السيئ والمتاز واعطاني مياه غازيه علشان ينظف السان واستمتع بالقهوه وفعلا عطاني كوب فاخر هذي التفاصيل ما تحصلها باي مكان عن تجربه السبانيش متاز ولذيذ يعطيكم العافيه,positive
محمد إبراهيم,5,افضل قهوه يوميه صراحه,2022-02-01 06:26:01.823000+00:00,Positive,False,False,ar,افضل قهوه يوميه صراحه,positive
Abdulmajeed,5,مكان مميز للقهوة، جربت الهوت تشوكلت لذيذ ومميز وجودة عالية ورغم ان المكان بعيد عني جدًا بس الباريستا ابو عابد اقنعني ارجع اجرب الفلات وايت من بكره وسوا لي فلات وايت صراحة يستحق العنوة والعودة دائمًا، فعليًا القهوة مميزة جدًا ومختلفة عن السوق الله يوفقهم,2022-01-31 15:58:09.758000+00:00,Positive,False,False,ar,مكان ميز لقهوه، جربت الهوت تشوكلت لذيذ وميز وجوده عاليه ورغم ان المكان بعيد عني جدا بس الباريستا ابو عابد اقنعني ارجع اجرب الفلات وايت من بكره وسوا لي فلات وايت صراحه يستحق العنوه والعوده دائما، فعليا القهوه ميزه جدا ومختلفه عن السوق اله يوفقهم,positive
abdullah almutairi,5,مكان لطيف وهادئ وقهوتهم مميزة,2022-01-31 13:28:04.150000+00:00,Positive,False,False,ar,مكان لطيف وهادئ وقهوتهم ميزه,positive
